rLtl8ZkDX5vH5nAx9C3q5Q,eIxSLxzIlfExI6vgAbn2JA,4,4.04,3.70967741935
C6IOtaaYdLIT5fWd7ZYIuA,eIxSLxzIlfExI6vgAbn2JA,4,4.04,4.0
mlBC3pN9GXlUUfQi1qBBZA,eIxSLxzIlfExI6vgAbn2JA,3,4.04,3.75
T7J9ae0wTskrI_Bgwp-4cA,eIxSLxzIlfExI6vgAbn2JA,3,4.04,3.69696969697
nbofxFWHORebBHh10OgYLA,eIxSLxzIlfExI6vgAbn2JA,2,4.04,3.83333333333
JffajLV-Dnn-eGYgdXDxFg,eIxSLxzIlfExI6vgAbn2JA,4,4.04,4.24137931034
4ozupHULqGyO42s3zNUzOQ,eIxSLxzIlfExI6vgAbn2JA,5,4.04,4.25974025974
du6KeE54IFbPiXpU3LOd1g,eIxSLxzIlfExI6vgAbn2JA,5,4.04,3.88372093023
P2kVk4cIWyK4e4h14RhK-Q,eIxSLxzIlfExI6vgAbn2JA,5,4.04,3.94594594595
ikm0UCahtK34LbLCEw4YTw,eIxSLxzIlfExI6vgAbn2JA,3,4.04,3.85
ZmIgP4U4Ht9CYmNX0_zP6w,eIxSLxzIlfExI6vgAbn2JA,5,4.04,4.2
AeucYo8J-rZjcq09Wuqsjw,eIxSLxzIlfExI6vgAbn2JA,4,4.04,4.0
rO3WEI9L-_deUR9-JHuNQw,eIxSLxzIlfExI6vgAbn2JA,3,4.04,3.18181818182
3gIfcQq5KxAegwCPXc83cQ,eIxSLxzIlfExI6vgAbn2JA,4,4.04,3.61842105263
uZbTb-u-GVjTa2gtQfry5g,eIxSLxzIlfExI6vgAbn2JA,5,4.04,3.77777777778
rL3dPeKDTybG_ct9OCXGAA,eIxSLxzIlfExI6vgAbn2JA,4,4.04,4.0
qa05pUVNapADHZXpHMPMeA,eIxSLxzIlfExI6vgAbn2JA,4,4.04,4.0
Sa64rQmghfE9i17_dRIDyw,eIxSLxzIlfExI6vgAbn2JA,5,4.04,4.09090909091
--65q1FpAL_UQtVZ2PTGew,eIxSLxzIlfExI6vgAbn2JA,5,4.04,4.21875
9qCPmT6ovJjxL4tJB4ANCg,eIxSLxzIlfExI6vgAbn2JA,5,4.04,3.91666666667
NvDR3SPVPXrDB_dbKuGoWA,eIxSLxzIlfExI6vgAbn2JA,2,4.04,3.0
iwZ_7QuZ1tzT6pIZmOlDQg,eIxSLxzIlfExI6vgAbn2JA,5,4.04,4.0
Pv7DGHzZ-uqIUdOsqPpsVg,eIxSLxzIlfExI6vgAbn2JA,4,4.04,4.11764705882
c3yJNjz_K--z4CIpR7yhvQ,eIxSLxzIlfExI6vgAbn2JA,4,4.04,4.0
KSTOdz0lSFCkqBSRNwjERA,eIxSLxzIlfExI6vgAbn2JA,4,4.04,3.85
rLtl8ZkDX5vH5nAx9C3q5Q,9ziO3NpoNTKHvIKCBFB_fQ,4,3.55263157895,3.70967741935
7cR92zkDv4W3kqzii6axvg,9ziO3NpoNTKHvIKCBFB_fQ,4,3.55263157895,3.5652173913
gcyEUr4DXcbjnGRAWFtfAQ,9ziO3NpoNTKHvIKCBFB_fQ,4,3.55263157895,4.0
vhxFLqRok6r-D_aQz0s-JQ,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,3.625
0bNXP9quoJEgyVZu9ipGgQ,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,3.24615384615
Ps1Db9zOatoF_76FZNO5CQ,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,3.72222222222
JgDkCER12uiv4lbpmkZ9VA,9ziO3NpoNTKHvIKCBFB_fQ,5,3.55263157895,3.56164383562
JffajLV-Dnn-eGYgdXDxFg,9ziO3NpoNTKHvIKCBFB_fQ,4,3.55263157895,4.24137931034
6kmu0mYbdpMIOZ6Y0eVsxg,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,4.09090909091
lPaYMDmJbAnv_3pmZH_inw,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,3.58461538462
7GC9fVWKa4a1ZmBGLH6Uww,9ziO3NpoNTKHvIKCBFB_fQ,2,3.55263157895,4.075
fev0iI-XDrteD4SYRKjiUw,9ziO3NpoNTKHvIKCBFB_fQ,5,3.55263157895,3.95348837209
UuwjD6MZf6Z6QlNphiXRjA,9ziO3NpoNTKHvIKCBFB_fQ,4,3.55263157895,4.03448275862
Kqvfep2mxS10S50FbVDi4Q,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,3.85714285714
sALB8-F04S9VcZMF_GkGUA,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,3.84375
vsXP832M0kOxKpfduD7dWw,9ziO3NpoNTKHvIKCBFB_fQ,4,3.55263157895,3.66666666667
MUHoBFzwRoXpCpgYSN8KRA,9ziO3NpoNTKHvIKCBFB_fQ,5,3.55263157895,4.5652173913
fczQCSmaWF78toLEmb0Zsw,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,4.02409638554
q9XgOylNsSbqZqF_SO3-OQ,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,3.77966101695
pEVf8GRshP9HUkSpizc9LA,9ziO3NpoNTKHvIKCBFB_fQ,4,3.55263157895,4.13953488372
17PPxx8RxjOUD_nQZ1aHEw,9ziO3NpoNTKHvIKCBFB_fQ,5,3.55263157895,4.19444444444
W_QXYA7A0IhMrvbckz7eVg,9ziO3NpoNTKHvIKCBFB_fQ,5,3.55263157895,3.7380952381
_PzSNcfrCjeBxSLXRoMmgQ,9ziO3NpoNTKHvIKCBFB_fQ,1,3.55263157895,3.83333333333
AirVzN1BVQBmq5zY0YMNYQ,9ziO3NpoNTKHvIKCBFB_fQ,4,3.55263157895,3.96
gN03qFYysM5DbgjuV6N0QQ,9ziO3NpoNTKHvIKCBFB_fQ,4,3.55263157895,4.37209302326
usQTOj7LQ9v0Fl98gRa3Iw,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,3.70588235294
7zDqr2I0-xpw9HF5Ha54cA,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,3.63265306122
eBwBjylS66qPcHs2_ajLag,9ziO3NpoNTKHvIKCBFB_fQ,2,3.55263157895,3.58333333333
wHg1YkCzdZq9WBJOTRgxHQ,9ziO3NpoNTKHvIKCBFB_fQ,4,3.55263157895,3.74418604651
4UUIpbOTPmu43wuC2aSGkg,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,3.57142857143
kG8jkVFgOAOq6Ht6RvAjEQ,9ziO3NpoNTKHvIKCBFB_fQ,4,3.55263157895,3.4375
XBHJCDzNh--mBhJkzyM_iA,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,4.09090909091
oy6fdscGSXY2gzRqF9pZxg,9ziO3NpoNTKHvIKCBFB_fQ,4,3.55263157895,4.23529411765
tBvrnSCLSpUdCDm5w5GPkg,9ziO3NpoNTKHvIKCBFB_fQ,4,3.55263157895,3.72727272727
qASPib1Z8ft8e96dtbh66w,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,3.93333333333
3eit3w0zDbb-z57c9P60vg,9ziO3NpoNTKHvIKCBFB_fQ,5,3.55263157895,4.66666666667
jqVeTSin5GeRm0ceSg-PBA,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,3.82142857143
EJkV29QY_oHwSngQiTj2rQ,9ziO3NpoNTKHvIKCBFB_fQ,3,3.55263157895,3.66666666667
rLtl8ZkDX5vH5nAx9C3q5Q,nMHhuYan8e3cONo3PornJA,3,4.04347826087,3.70967741935
